thomasID,govtrackID,bioguideID,opensecretsID,lisID,votesmartID,fecIDs,icpsrID,wikipediaID,cspanID,washpostID,firstName,lastName,birthday,gender,religion,party,democratCount,republicanCount,otherCount,state,district,type,currentParty
02015,412422,H001059,N00031104,,18199,['H0IL14080'],21129,Randy Hultgren,62575,,Randy,Hultgren,1966-03-01,M,,republican,0,4,0,IL,14,House,Republican
01909,412283,H001048,N00029258,,104308,['H8CA52052'],20963,Duncan D. Hunter,1032398,,Duncan,Hunter,1976-12-07,M,,republican,0,5,0,CA,50,House,Republican
01608,400194,I000055,N00002593,S305,1721,"['S6GA00119', 'H8GA06146']",29909,Johnny Isakson,59135,,John,Isakson,1944-12-28,M,Methodist,republican,0,6,0,GA,,Senate,Republican
01640,400196,I000056,N00007017,,16553,"['H0CA48024', 'S8CA00135']",20107,Darrell Issa,90066,,Darrell,Issa,1953-11-01,M,,republican,0,9,0,CA,49,House,Republican
00588,400199,J000032,N00005818,,21692,['H4TX18054'],29573,Sheila Jackson Lee,36819,,Sheila,Jackson Lee,1950-01-12,F,Seventh Day Adventist,democrat,12,0,0,TX,18,House,Democrat
01921,412284,J000290,N00029077,,18594,['H8KS02090'],20915,Lynn Jenkins,1030550,,Lynn,Jenkins,1963-06-10,F,,republican,0,5,0,KS,2,House,Republican
02046,412460,J000292,N00032088,,120649,['H0OH06189'],21162,Bill Johnson (Ohio politician),623472,,Bill,Johnson,1954-11-10,M,,republican,0,4,0,OH,6,House,Republican
00599,400204,J000126,N00008122,,27098,['H2TX00015'],39305,Eddie Bernice Johnson,23352,,Eddie,Johnson,1935-12-03,F,Baptist,democrat,13,0,0,TX,30,House,Democrat
01843,412199,J000288,N00027848,,68070,['H6GA04129'],20712,Hank Johnson,1020576,,Henry,Johnson,1954-10-02,M,,democrat,6,0,0,GA,4,House,Democrat
02086,412496,J000293,N00032546,S345,126217,['S0WI00197'],41111,Ron Johnson (U.S. politician),62835,,Ron,Johnson,1955-04-08,M,,republican,0,2,0,WI,,Senate,Republican
00603,400206,J000174,N00008028,,27079,['H2TX03118'],29143,Sam Johnson,18711,,Sam,Johnson,1930-10-11,M,Methodist,republican,0,14,0,TX,3,House,Republican
00612,400209,J000255,N00002299,,21785,['H2NC01081'],29546,Walter B. Jones Jr.,36693,,Walter,Jones,1943-02-10,M,Catholic,republican,0,12,0,NC,3,House,Republican
01868,412226,J000289,N00027894,,8158,['H6OH04082'],20738,Jim Jordan (U.S. politician),1022879,,Jim,Jordan,1964-02-17,M,,republican,0,6,0,OH,4,House,Republican
00616,400211,K000009,N00003522,,27016,['H2OH09031'],15029,Marcy Kaptur,1458,,Marcy,Kaptur,1946-06-17,F,Roman Catholic,democrat,18,0,0,OH,9,House,Democrat
02025,412435,K000375,N00031933,,4743,['H0MA10082'],21140,Bill Keating (politician),61856,,William,Keating,1952-09-06,M,,democrat,4,0,0,MA,9,House,Democrat
02051,412465,K000376,N00031647,,119463,['H0PA03271'],21167,Mike Kelly (Pennsylvania politician),62696,,Mike,Kelly,1948-05-10,M,,republican,0,4,0,PA,3,House,Republican
01498,400218,K000188,N00004403,,630,['H6WI03099'],29769,Ron Kind,45870,,Ron,Kind,1963-03-16,M,Lutheran,democrat,11,0,0,WI,3,House,Democrat
00635,400219,K000210,N00001193,,26968,['H2NY03089'],29375,Peter T. King,26487,,Peter,King,1944-04-05,M,Roman Catholic,republican,0,13,0,NY,2,House,Republican
01724,400220,K000362,N00025237,,10853,['H2IA05072'],20325,Steve King,1003590,,Steve,King,1949-05-28,M,Roman Catholic,republican,0,8,0,IA,4,House,Republican
02014,412421,K000378,N00030667,,116559,['H0IL11052'],21128,Adam Kinzinger,62573,,Adam,Kinzinger,1978-02-27,M,,republican,0,4,0,IL,16,House,Republican
02011,412419,L000573,N00031377,,57391,['H0ID01253'],21125,Raúl Labrador,94987,,Raúl,Labrador,1967-12-08,M,,republican,0,4,0,ID,1,House,Republican
01834,412191,L000564,N00028133,,2698,['H6CO05159'],20704,Doug Lamborn,1022846,,Doug,Lamborn,1954-05-24,M,,republican,0,6,0,CO,5,House,Republican
01936,412290,L000567,N00000898,,4443,"['H6NJ12136', 'H8NJ07124']",20929,Leonard Lance,1031349,,Leonard,Lance,1952-06-25,M,,republican,0,5,0,NJ,7,House,Republican
01668,400230,L000559,N00009724,,55787,['H0RI02139'],20136,James Langevin,86608,,James,Langevin,1964-04-22,M,,democrat,9,0,0,RI,2,House,Democrat
02050,412464,L000575,N00031129,S378,124938,"['H0OK05114', 'S4OK00232']",21166,James Lankford,1033847,,James,Lankford,1968-03-04,M,,republican,0,4,0,OK,,Senate,Republican
01675,400232,L000560,N00009759,,56231,['H0WA02080'],20145,Rick Larsen,86610,,Rick,Larsen,1965-06-15,M,,democrat,9,0,0,WA,2,House,Democrat
01583,400233,L000557,N00000575,,17188,['H8CT01046'],29908,John B. Larson,36596,,John,Larson,1948-07-22,M,,democrat,10,0,0,CT,1,House,Democrat
01885,412256,L000566,N00012233,,9926,['H8OH05036'],20755,Bob Latta,1028071,,Robert,Latta,1956-04-18,M,,republican,0,6,0,OH,5,House,Republican
01383,300065,L000174,N00009918,S057,53353,['S4VT00017'],14307,Patrick Leahy,1552,,Patrick,Leahy,1940-03-31,M,Roman Catholic,democrat,8,0,0,VT,,Senate,Democrat
01501,400237,L000551,N00008046,,8315,['H8CA09060'],29778,Barbara Lee,54579,,Barbara,Lee,1946-07-16,F,Baptist,democrat,11,0,0,CA,13,House,Democrat
02080,412495,L000577,N00031696,S346,66395,['S0UT00165'],41110,Mike Lee (U.S. politician),9267977,,Mike,Lee,1971-06-04,M,,republican,0,2,0,UT,,Senate,Republican
00683,400238,L000263,N00003950,,26918,['H2MI17023'],15033,Sander Levin,251,,Sander,Levin,1931-09-06,M,Jewish,democrat,18,0,0,MI,9,House,Democrat
00688,400240,L000287,N00002577,,26820,['H6GA05217'],15431,John Lewis (Georgia politician),2528,,John,Lewis,1940-02-21,M,Baptist,democrat,16,0,0,GA,5,House,Democrat
01781,400630,L000563,N00027239,,33692,['H4IL03077'],20508,Dan Lipinski,1013046,,Daniel,Lipinski,1966-07-15,M,,democrat,7,0,0,IL,3,House,Democrat
00699,400244,L000554,N00000851,,21890,['H2NJ02037'],29539,Frank LoBiondo,30867,,Frank,LoBiondo,1946-05-12,M,Roman Catholic,republican,0,12,0,NJ,2,House,Republican
01846,412209,L000565,N00027741,,68964,['H6IA02146'],20720,Dave Loebsack,1022883,,David,Loebsack,1952-12-23,M,,democrat,6,0,0,IA,2,House,Democrat
00701,400245,L000397,N00007479,,21899,['H4CA16049'],29504,Zoe Lofgren,36520,,Zoe,Lofgren,1947-12-21,F,Lutheran,democrat,12,0,0,CA,19,House,Democrat
02033,412445,L000576,N00030676,,123401,['H0MO07113'],21150,Billy Long,61880,,Billy,Long,1955-08-11,M,,republican,0,4,0,MO,7,House,Republican
00709,400246,L000480,N00001024,,26982,['H8NY20056'],15612,Nita Lowey,6110,,Nita,Lowey,1937-07-05,F,Jewish,democrat,15,0,0,NY,17,House,Democrat
00711,400247,L000491,N00005559,,27032,['H4OK06056'],29393,Frank Lucas (Oklahoma politician),35692,,Frank,Lucas,1960-01-06,M,Baptist,republican,0,13,0,OK,3,House,Republican
01931,412292,L000569,N00030026,,20400,['H8MO09153'],20926,Blaine Luetkemeyer,1031348,,Blaine,Luetkemeyer,1952-05-07,M,,republican,0,5,0,MO,3,House,Republican
01939,412293,L000570,N00029562,,102842,['H8NM03196'],20932,Ben Ray Luján,1031351,,Ben,Luján,1972-06-07,M,,democrat,5,0,0,NM,3,House,Democrat
01686,400249,L000562,N00013855,,4844,"['H2MA09072', 'S0MA00083']",20119,Stephen F. Lynch,1000222,,Stephen,Lynch,1955-03-31,M,,democrat,9,0,0,MA,8,House,Democrat
00729,400251,M000087,N00000078,,26978,['H2NY14037'],29379,Carolyn Maloney,26162,,Carolyn,Maloney,1946-02-19,F,Presbyterian,democrat,13,0,0,NY,12,House,Democrat
01806,400656,M001158,N00026710,,5549,['H4TX24094'],20532,Kenny Marchant,1013059,,Kenny,Marchant,1951-02-23,M,Nazarene,republican,0,7,0,TX,24,House,Republican
02053,412468,M001179,N00031777,,119478,['H0PA10078'],21170,Tom Marino,95129,,Tom,Marino,1952-08-15,M,,republican,0,4,0,PA,10,House,Republican
00735,400253,M000133,N00000270,S369,26900,"['H6MA07101', 'S4MA00028']",14435,Ed Markey,260,,Edward,Markey,1946-07-11,M,Roman Catholic,democrat,22,0,0,MA,,Senate,Democrat
01814,400663,M001163,N00027459,,28593,['H6CA05195'],20538,Doris Matsui,26602,,Doris,Matsui,1944-09-25,F,,democrat,7,0,0,CA,6,House,Democrat
00754,300071,M000303,N00006424,S197,53270,"['S6AZ00019', 'P80002801']",15039,John McCain,7476,,John,McCain,1936-08-29,M,Episcopalian,republican,0,8,0,AZ,,Senate,Republican
01833,412190,M001165,N00028152,,28918,"['H6CA22125', 'H2CA23148']",20703,Kevin McCarthy (California politician),85231,,Kevin,McCarthy,1965-01-26,M,,republican,0,6,0,CA,23,House,Republican
01804,400654,M001157,N00026460,,49210,['H4TX10093'],20530,Michael McCaul,1013056,,Michael,McCaul,1962-01-14,M,Unknown,republican,0,7,0,TX,10,House,Republican
01908,412295,M001177,N00006863,,9715,"['H8CA04152', 'H6CA21135']",20903,Tom McClintock,30359,,Tom,McClintock,1956-07-10,M,,republican,0,5,0,CA,4,House,Republican
01653,400259,M001143,N00012942,,3812,['H0MN04049'],20122,Betty McCollum,86670,,Betty,McCollum,1954-07-12,F,Roman Catholic,democrat,9,0,0,MN,4,House,Democrat
01504,400263,M000312,N00000179,,552,['H4MA03022'],29729,Jim McGovern (U.S. politician),45976,,James,McGovern,1959-11-20,M,Catholic,democrat,11,0,0,MA,2,House,Democrat
01792,400644,M001156,N00026627,,21031,['H4NC10047'],20522,Patrick McHenry,1007062,,Patrick,McHenry,1975-10-22,M,,republican,0,7,0,NC,10,House,Republican
02074,412487,M001180,N00031681,,117396,['H0WV01072'],21188,David McKinley,9269013,,David,McKinley,1947-03-28,M,,republican,0,4,0,WV,1,House,Republican
01809,400659,M001159,N00026314,,3217,['H4WA05077'],20535,Cathy McMorris Rodgers,1013063,,Cathy,McMorris Rodgers,1969-05-22,F,,republican,0,7,0,WA,5,House,Republican
01832,412189,M001166,N00026926,,29474,['H4CA11081'],20702,Jerry McNerney,1021667,,Jerry,McNerney,1951-06-18,M,,democrat,6,0,0,CA,9,House,Democrat
02052,412466,M001181,N00031134,,119474,['H0PA07082'],21168,Pat Meehan,1033856,,Patrick,Meehan,1955-10-20,M,,republican,0,4,0,PA,7,House,Republican
01506,400271,M001137,N00001171,,4360,['H8NY06048'],29776,Gregory Meeks,53469,,Gregory,Meeks,1953-09-25,M,African Methodist Episcopal,democrat,11,0,0,NY,5,House,Democrat
01811,400661,M001160,N00026914,,3457,['H4WI04183'],20537,Gwen Moore,42548,,Gwen,Moore,1951-04-18,F,Unknown,democrat,7,0,0,WI,4,House,Democrat
01507,400284,M000934,N00005282,S347,542,"['H6KS01096', 'S0KS00091']",29722,Jerry Moran,45469,,Jerry,Moran,1954-05-29,M,Methodist,republican,0,9,0,KS,,Senate,Republican
02059,412474,M001182,N00031412,,60348,['H0SC05031'],21176,Mick Mulvaney,623510,,Mick,Mulvaney,1967-07-21,M,,republican,0,4,0,SC,5,House,Republican
01694,300075,M001153,N00026050,S288,15841,['S4AK00099'],40300,Lisa Murkowski,1004138,,Lisa,Murkowski,1957-05-22,F,Roman Catholic,republican,0,4,0,AK,,Senate,Republican
01837,412194,M001169,N00027566,S364,17189,"['H6CT05124', 'S2CT00132']",20707,Chris Murphy (Connecticut politician),1021270,,Christopher,Murphy,1973-08-03,M,,democrat,4,0,0,CT,,Senate,Democrat
01744,400285,M001151,N00024992,,9794,['H2PA18143'],20346,Timothy F. Murphy,1003612,,Tim,Murphy,1952-09-11,M,Roman Catholic,republican,0,8,0,PA,18,House,Republican
01409,300076,M001111,N00007876,S229,53358,['S2WA00189'],49308,Patty Murray,25277,,Patty,Murray,1950-10-11,F,Roman Catholic,democrat,5,0,0,WA,,Senate,Democrat
00850,400289,N000002,N00000939,,26980,['H2NY17071'],29377,Jerrold Nadler,26159,,Jerrold,Nadler,1947-06-13,M,Jewish,democrat,14,0,0,NY,10,House,Democrat
01602,400290,N000179,N00006789,,8393,['H8CA34068'],29903,Grace Napolitano,57873,,Grace,Napolitano,1936-12-04,F,Roman Catholic,democrat,10,0,0,CA,32,House,Democrat
00854,400291,N000015,N00000153,,26895,['H8MA02041'],15616,Richard Neal,6103,,Richard,Neal,1949-02-14,M,Roman Catholic,democrat,15,0,0,MA,1,House,Democrat
02060,412475,N000184,N00032022,,58189,['H0SD00054'],21177,Kristi Noem,62717,,Kristi,Noem,1971-11-30,F,,republican,0,4,0,SD,0,House,Republican
00868,400295,N000147,N00001692,,775,['H0DC00058'],,Eleanor Holmes Norton,882,,Eleanor,Norton,1937-06-13,F,Episcopalian,democrat,14,0,0,DC,0,House,Democrat
01710,400297,N000181,N00007248,,16725,['H8CA20059'],20307,Devin Nunes,1003553,,Devin,Nunes,1973-10-01,M,Roman Catholic,republican,0,8,0,CA,22,House,Republican
01955,412302,O000168,N00029285,,102008,['H8TX22107'],20948,Pete Olson,1031361,,Pete,Olson,1962-12-09,M,,republican,0,5,0,TX,22,House,Republican
02035,412443,P000601,N00031958,,69521,['H0MS04120'],21148,Steven Palazzo,61886,,Steven,Palazzo,1970-02-21,M,,republican,0,4,0,MS,4,House,Republican
00887,400308,P000034,N00000781,,26951,"['H8NJ03073', 'S6NJ00263']",15454,Frank Pallone,6107,,Frank,Pallone,1951-10-30,M,Catholic,democrat,16,0,0,NJ,6,House,Democrat
01510,400309,P000096,N00000751,,478,['H6NJ08118'],29741,Bill Pascrell,45543,,Bill,Pascrell,1937-01-25,M,Catholic,democrat,11,0,0,NJ,9,House,Democrat
02082,412492,P000603,N00030836,S348,117285,['S0KY00156'],41104,Rand Paul,9265241,,Rand,Paul,1963-01-07,M,,republican,0,2,0,KY,,Senate,Republican
01930,412303,P000594,N00029391,,3833,['H8MN03077'],20924,Erik Paulsen,1030000,,Erik,Paulsen,1965-05-14,M,,republican,0,5,0,MN,3,House,Republican
01738,400313,P000588,N00012672,,10655,"['H2NM02126', 'S0NM00041']",20337,Steve Pearce (politician),12063,,Stevan,Pearce,1947-08-24,M,,republican,0,7,0,NM,2,House,Republican
00905,400314,P000197,N00007360,,26732,['H8CA05035'],15448,Nancy Pelosi,6153,,Nancy,Pelosi,1940-03-26,F,Roman Catholic,democrat,16,0,0,CA,12,House,Democrat
01835,412192,P000593,N00027510,,2653,['H6CO07023'],20705,Ed Perlmutter,1021382,,Ed,Perlmutter,1953-05-01,M,,democrat,6,0,0,CO,7,House,Democrat
01929,412305,P000595,N00029277,S380,8749,"['H8MI09068', 'S4MI00355']",20923,Gary Peters (politician),50199,,Gary,Peters,1958-12-01,M,,democrat,4,0,0,MI,,Senate,Democrat
00910,400316,P000258,N00004558,,26926,['H2MN07014'],29127,Collin Peterson,23978,,Collin,Peterson,1944-06-29,M,Lutheran,democrat,14,0,0,MN,7,House,Democrat
01927,412307,P000597,N00013817,,6586,"['H8ME01120', 'S0ME00038']",20920,Chellie Pingree,1002167,,Chellie,Pingree,1955-04-02,F,,democrat,5,0,0,ME,1,House,Democrat
01802,400652,P000592,N00026457,,49198,['H4TX02108'],20528,Ted Poe,1011398,,Ted,Poe,1948-09-10,M,Unknown,republican,0,7,0,TX,2,House,Republican
01910,412308,P000598,N00029127,,106220,['H8CO02137'],20904,Jared Polis,1031300,,Jared,Polis,1975-05-12,M,,democrat,5,0,0,CO,2,House,Democrat
00924,400325,P000449,N00003682,S349,27008,"['S0OH00133', 'H4OH02032']",29386,Rob Portman,31819,,Robert,Portman,1955-12-19,M,Methodist,republican,0,9,0,OH,,Senate,Republican
01915,412309,P000599,N00029662,,24280,['H8FL15107'],20909,Bill Posey,88959,,Bill,Posey,1947-12-18,M,,republican,0,5,0,FL,8,House,Republican
00930,400326,P000523,N00002260,,119,['H6NC04037'],15438,David Price (U.S. politician),6748,,David,Price,1940-08-17,M,Baptist,democrat,15,0,0,NC,4,House,Democrat
01778,400626,P000591,N00026160,,11853,['H4GA06087'],20505,Tom Price (U.S. politician),1013044,,Tom,Price,1954-10-08,M,,republican,0,7,0,GA,6,House,Republican
01967,412331,Q000023,N00030581,,83310,['H0IL05096'],20954,Mike Quigley (politician),9263344,,Mike,Quigley,1958-10-17,M,,democrat,5,0,0,IL,5,House,Democrat
01982,412393,R000585,N00030949,,127046,['H0NY29054'],21101,Tom Reed (politician),623468,,Tom,Reed,1971-11-18,M,,republican,0,5,0,NY,23,House,Republican
01810,400660,R000578,N00026885,,51346,['H4WA08071'],20536,Dave Reichert,1013064,,David,Reichert,1950-08-29,M,,republican,0,7,0,WA,8,House,Republican
02048,412462,R000586,N00031127,,120678,['H0OH16097'],21164,Jim Renacci,62686,,James,Renacci,1958-12-03,M,,republican,0,4,0,OH,16,House,Republican
02023,412432,R000588,N00030184,,35384,['H8LA02054'],21137,Cedric Richmond,62391,,Cedric,Richmond,1973-09-13,M,,democrat,4,0,0,LA,2,House,Democrat
01986,412394,R000591,N00030768,,71604,['H0AL02087'],21192,Martha Roby,61712,,Martha,Roby,1976-07-27,F,,republican,0,4,0,AL,2,House,Republican
01954,412310,R000582,N00028463,,65306,['H6TN01388'],20947,Phil Roe (politician),1031360,,David,Roe,1945-07-21,M,,republican,0,5,0,TN,1,House,Republican
00977,400340,R000395,N00003473,,26875,['H0KY05015'],14854,Hal Rogers,6739,,Harold,Rogers,1937-12-31,M,Baptist,republican,0,19,0,KY,5,House,Republican
01704,400341,R000575,N00024759,,5705,['H2AL03032'],20301,Mike Rogers (Alabama politician),1014740,,Mike,Rogers,1958-07-16,M,,republican,0,8,0,AL,3,House,Republican
00979,400343,R000409,N00007151,,26763,['H8CA42061'],15621,Dana Rohrabacher,5590,,Dana,Rohrabacher,1947-06-21,M,Christian,republican,0,15,0,CA,48,House,Republican
02017,412426,R000592,N00031741,,34167,['H0IN04170'],21131,Todd Rokita,61832,,Todd,Rokita,1970-02-09,M,,republican,0,4,0,IN,4,House,Republican
01916,412311,R000583,N00029018,,107800,['H8FL16022'],20910,Tom Rooney (politician),1030486,,Thomas,Rooney,1970-11-21,M,,republican,0,5,0,FL,17,House,Republican
00985,400344,R000435,N00002858,,26815,['H0FL18025'],15634,Ileana Ros-Lehtinen,3206,,Ileana,Ros-Lehtinen,1952-07-15,F,Roman Catholic,republican,0,15,0,FL,27,House,Republican
01848,412202,R000580,N00004719,,6382,"['H6IL06117', 'H8IL13051']",20715,Peter Roskam,1021912,,Peter,Roskam,1961-09-13,M,,republican,0,6,0,IL,6,House,Republican
02003,412411,R000593,N00030645,,12813,['H0FL12101'],21117,Dennis A. Ross,62532,,Dennis,Ross,1959-10-18,M,,republican,0,4,0,FL,15,House,Republican
00997,400347,R000486,N00006671,,26766,['H2CA33048'],29317,Lucille Roybal-Allard,26136,,Lucille,Roybal-Allard,1941-06-12,F,Roman Catholic,democrat,13,0,0,CA,40,House,Democrat
00998,400348,R000487,N00008264,,26772,['H6CA39020'],29321,Ed Royce,28461,,Edward,Royce,1951-10-12,M,Roman Catholic,republican,0,13,0,CA,39,House,Republican
02084,412491,R000595,N00030612,S350,1601,['S0FL00338'],41102,Marco Rubio,87599,,Marco,Rubio,1971-05-28,M,,republican,0,2,0,FL,,Senate,Republican
01728,400349,R000576,N00025482,,36130,['H2MD02160'],20329,Dutch Ruppersberger,49155,,C.,Ruppersberger,1946-01-31,M,Methodist,democrat,8,0,0,MD,2,House,Democrat
01003,400350,R000515,N00004887,,26831,['H2IL01042'],29346,Bobby Rush,26127,,Bobby,Rush,1946-11-23,M,Protestant,democrat,13,0,0,IL,1,House,Democrat
01560,400351,R000570,N00004357,,26344,['H8WI01024'],29939,Paul Ryan,57970,,Paul,Ryan,1970-01-29,M,Roman Catholic,republican,0,10,0,WI,1,House,Republican
01756,400352,R000577,N00025280,,45638,['H2OH17109'],20343,Tim Ryan (politician),1003608,,Tim,Ryan,1973-07-16,M,Roman Catholic,democrat,8,0,0,OH,13,House,Democrat
01962,412312,S001177,N00030418,,110903,['H8MP00041'],,Gregorio Sablan,1031366,,Gregorio,Sablan,1955-01-19,M,,democrat,4,0,1,MP,0,House,Democrat
01854,412212,S001168,N00027751,,66575,['H6MD03292'],20724,John Sarbanes,1022884,,John,Sarbanes,1962-05-22,M,,democrat,6,0,0,MD,3,House,Democrat
01892,412261,S001176,N00009660,,9026,['H0LA01087'],20759,Steve Scalise,1015311,,Steve,Scalise,1965-10-06,M,,republican,0,6,0,LA,1,House,Republican
01588,400360,S001145,N00004724,,6387,['H8IL09067'],29911,Jan Schakowsky,57874,,Janice,Schakowsky,1944-05-26,F,Jewish,democrat,10,0,0,IL,9,House,Democrat
01635,400361,S001150,N00009585,,9489,['H0CA27085'],20104,Adam Schiff,90167,,Adam,Schiff,1960-06-22,M,,democrat,9,0,0,CA,28,House,Democrat
01950,412315,S001180,N00030071,,10813,['H8OR05107'],20944,Kurt Schrader,1031358,,Kurt,Schrader,1951-10-19,M,,democrat,5,0,0,OR,5,House,Democrat
01036,300087,S000148,N00001093,S270,26976,"['S8NY00082', 'H0NY16010']",14858,Chuck Schumer,5929,,Charles,Schumer,1950-11-23,M,Jewish,democrat,13,0,0,NY,,Senate,Democrat
01994,412399,S001183,N00006460,,106387,"['H4AZ06045', 'H8AZ05097']",21105,David Schweikert,5205,,David,Schweikert,1962-03-03,M,,republican,0,4,0,AZ,6,House,Republican
02009,412417,S001189,N00032457,,11812,['H0GA08099'],21123,Austin Scott (politician),623344,,Austin,Scott,1969-12-10,M,,republican,0,4,0,GA,8,House,Republican
01722,400363,S001157,N00024871,,7826,['H2GA13012'],20321,David Scott (Georgia politician),1003567,,David,Scott,1945-06-27,M,Baptist,democrat,8,0,0,GA,13,House,Democrat
01037,400364,S000185,N00002147,,27117,['H6VA01117'],39307,Bobby Scott (politician),25888,,Robert,Scott,1947-04-30,M,Episcopalian,democrat,13,0,0,VA,3,House,Democrat
02056,412471,S001184,N00031782,S365,11940,"['H0SC01279', 'S4SC00240']",21173,Tim Scott,623506,,Tim,Scott,1965-09-19,M,,republican,0,4,0,SC,,Senate,Republican
01041,400365,S000244,N00004291,,27142,['H8WI09050'],14657,Jim Sensenbrenner,1507,,F.,Sensenbrenner,1943-06-14,M,Episcopalian,republican,0,20,0,WI,5,House,Republican
01042,400366,S000248,N00001813,,26981,['H0NY18065'],29134,José E. Serrano,14306,,José,Serrano,1943-10-24,M,Roman Catholic,democrat,15,0,0,NY,15,House,Democrat
01525,400367,S000250,N00005681,,288,['H2TX03126'],29759,Pete Sessions,36807,,Pete,Sessions,1955-03-22,M,Methodist,republican,0,11,0,TX,32,House,Republican
01988,412396,S001185,N00030622,,121621,['H0AL07086'],21102,Terri Sewell,623257,,Terri,Sewell,1965-01-01,F,,democrat,4,0,0,AL,7,House,Democrat
01049,300089,S000320,N00009920,S184,53266,['S6AL00013'],14659,Richard Shelby,1859,,Richard,Shelby,1934-05-06,M,Presbyterian,republican,5,5,0,AL,,Senate,Republican
01526,400371,S000344,N00006897,,142,['H6CA24113'],29707,Brad Sherman,45124,,Brad,Sherman,1954-10-24,M,Jewish,democrat,11,0,0,CA,30,House,Democrat
01527,400373,S000364,N00004961,,246,['H2IL20042'],29718,John Shimkus,30623,,John,Shimkus,1958-02-21,M,Lutheran,republican,0,11,0,IL,15,House,Republican
01681,409888,S001154,N00013770,,55693,['H2PA09035'],20134,Bill Shuster,89108,,Bill,Shuster,1961-01-10,M,,republican,0,9,0,PA,9,House,Republican
01590,400376,S001148,N00006263,,2917,['H8ID02064'],29910,Mike Simpson,57889,,Michael,Simpson,1950-09-08,M,Latter Day Saints,republican,0,10,0,ID,2,House,Republican
01818,412186,S001165,N00027523,,22510,['H6NJ13191'],20542,Albio Sires,1022293,,Albio,Sires,1951-01-26,M,,democrat,7,0,0,NJ,8,House,Democrat
01069,400378,S000480,N00001311,,26991,['H6NY03031'],15444,Louise Slaughter,1755,,Louise,Slaughter,1929-08-14,F,Episcopalian,democrat,16,0,0,NY,25,House,Democrat
01528,400379,S000510,N00007833,,845,['H6WA09025'],29768,Adam Smith (politician),44329,,Adam,Smith,1965-06-15,M,Christian,democrat,11,0,0,WA,9,House,Democrat
01860,412217,S001172,N00027623,,21284,['H6NE03115'],20729,Adrian Smith (politician),1022845,,Adrian,Smith,1970-12-19,M,,republican,0,6,0,NE,3,House,Republican
01071,400380,S000522,N00009816,,26952,['H8NJ04014'],14863,Chris Smith (New Jersey politician),6411,,Christopher,Smith,1953-03-04,M,Roman Catholic,republican,0,19,0,NJ,4,House,Republican
01075,400381,S000583,N00001811,,27097,['H6TX21012'],15445,Lamar S. Smith,8884,,Lamar,Smith,1947-11-19,M,Christian Scientist,republican,0,16,0,TX,21,House,Republican
01890,412259,S001175,N00029649,,8425,['H8CA12171'],20762,Jackie Speier,1027627,,Jackie,Speier,1950-05-14,F,,democrat,6,0,0,CA,14,House,Democrat
02047,412461,S001187,N00029574,,45333,['H8OH15076'],21163,Steve Stivers,62320,,Steve,Stivers,1965-03-24,M,,republican,0,4,0,OH,15,House,Republican
01757,400355,S001156,N00024870,,29674,['H2CA39078'],20310,Linda Sánchez,1003554,,Linda,Sánchez,1969-01-28,F,Roman Catholic,democrat,8,0,0,CA,38,House,Democrat
01151,400402,T000193,N00003288,,26929,['H4MS02068'],29368,Bennie Thompson,7304,,Bennie,Thompson,1948-01-28,M,Methodist,democrat,13,0,0,MS,2,House,Democrat
01593,400403,T000460,N00007419,,3564,['H8CA01109'],29901,Mike Thompson (California politician),57872,,Mike,Thompson,1951-01-24,M,Catholic,democrat,10,0,0,CA,5,House,Democrat
01952,412317,T000467,N00029736,,24046,['H8PA05071'],20946,Glenn Thompson (politician),1031359,,Glenn,Thompson,1959-07-27,M,,republican,0,5,0,PA,5,House,Republican
01155,400404,T000238,N00006052,,21706,['H4TX13014'],29572,Mac Thornberry,36814,,Mac,Thornberry,1958-07-15,M,Presbyterian,republican,0,12,0,TX,13,House,Republican
01534,400546,T000250,N00004572,S303,398,"['S2SD00068', 'H6SD00085']",29754,John Thune,45552,,John,Thune,1961-01-07,M,,republican,0,6,0,SD,,Senate,Republican
01664,400406,T000462,N00009699,,8404,['H0OH12062'],20130,Pat Tiberi,88155,,Patrick,Tiberi,1962-10-21,M,Catholic,republican,0,9,0,OH,12,House,Republican
01997,412405,T000470,N00027509,,65403,['H6CO03139'],21111,Scott Tipton,60384,,Scott,Tipton,1956-11-09,M,,republican,0,4,0,CO,3,House,Republican
01942,412319,T000469,N00030196,,4403,['H8NY21203'],20934,Paul Tonko,1031353,,Paul,Tonko,1949-06-18,M,,democrat,5,0,0,NY,20,House,Democrat
02085,400408,T000461,N00001489,S351,24096,"['S4PA00121', 'H8PA15096']",29935,Pat Toomey,7958,,Patrick,Toomey,1961-11-17,M,,republican,0,5,0,PA,,Senate,Republican
01884,412254,T000465,N00029026,,89417,['H8MA05143'],20754,Niki Tsongas,21764,,Niki,Tsongas,1946-04-26,F,,democrat,6,0,0,MA,3,House,Democrat
01741,400411,T000463,N00025175,,45519,"['H2OH03067', 'H2OH03091']",20342,Mike Turner,1003607,,Michael,Turner,1960-01-11,M,,republican,0,8,0,OH,10,House,Republican
01177,400414,U000031,N00004133,,26906,['H6MI04113'],15446,Fred Upton,12127,,Fred,Upton,1953-04-23,M,Protestant,republican,0,16,0,MI,6,House,Republican
