billID,title
hr1739-114,Racial and ethnic relations
hr174-114,Budget deficits and national debt
hr174-114,Budget process
hr174-114,Congressional oversight
hr174-114,Economics and public finance
hr174-114,"Government employee pay, benefits, personnel management"
hr174-114,Members of Congress
hr1740-114,Congressional officers and employees
hr1740-114,Crime and law enforcement
hr1740-114,"Government ethics and transparency, public corruption"
hr1740-114,Members of Congress
hr1740-114,Public participation and lobbying
hr1741-114,Consumer affairs
hr1741-114,Fraud offenses and financial crimes
hr1741-114,Government studies and investigations
hr1741-114,Health
hr1741-114,Health information and medical records
hr1741-114,Health personnel
hr1741-114,Licensing and registrations
hr1741-114,Marketing and advertising
hr1741-114,Medical ethics
hr1742-114,Aging
hr1742-114,Child safety and welfare
hr1742-114,Crime and law enforcement
hr1742-114,Crimes against children
hr1742-114,Disability and paralysis
hr1742-114,Emergency communications systems
hr1742-114,Human trafficking
hr1742-114,Law enforcement administration and funding
hr1742-114,Neurological disorders
hr1742-114,Telephone and wireless communication
hr1743-114,"Civil rights and liberties, minority issues"
hr1743-114,Congressional tributes
hr1743-114,Historic sites and heritage areas
hr1743-114,New York State
hr1743-114,"Parks, recreation areas, trails"
hr1743-114,Racial and ethnic relations
hr1743-114,U.S. history
hr1744-114,Congressional tributes
hr1744-114,"Government buildings, facilities, and property"
hr1744-114,Government operations and politics
hr1744-114,Texas
hr1745-114,Firearms and explosives
hr1745-114,Income tax credits
hr1745-114,Taxation
hr1746-114,Employment discrimination and employee rights
hr1746-114,Labor and employment
hr1746-114,Labor-management relations
hr1747-114,Adoption and foster care
hr1747-114,Disability and paralysis
hr1747-114,Income tax credits
hr1747-114,Legal fees and court costs
hr1747-114,Taxation
hr1748-114,Building construction
hr1748-114,Disaster relief and insurance
hr1748-114,Emergency management
hr1748-114,Emergency planning and evacuation
hr1748-114,State and local government operations
hr1749-114,Administrative law and regulatory procedures
hr1749-114,Business records
hr1749-114,Department of the Treasury
hr1749-114,"Drug, alcohol, tobacco use"
hr1749-114,Fraud offenses and financial crimes
hr1749-114,Indian lands and resources rights
hr1749-114,Law enforcement administration and funding
hr1749-114,Licensing and registrations
hr1749-114,Manufacturing
hr1749-114,Retail and wholesale trades
hr1749-114,Sales and excise taxes
hr1749-114,Smuggling and trafficking
hr1749-114,"Tax administration and collection, taxpayers"
hr1749-114,Taxation
hr175-114,Administrative law and regulatory procedures
hr175-114,Consumer affairs
hr175-114,Energy
hr175-114,Energy efficiency and conservation
hr175-114,Environmental Protection Agency (EPA)
hr175-114,Environmental technology
hr175-114,Licensing and registrations
hr175-114,Product safety and quality
hr1750-114,Administrative law and regulatory procedures
hr1750-114,Computers and information technology
hr1750-114,Department of the Treasury
hr1750-114,Government information and archives
hr1750-114,Internet and video services
hr1750-114,"Tax administration and collection, taxpayers"
hr1750-114,Taxation
hr1751-114,Academic performance and assessments
hr1751-114,Education
hr1751-114,Education of the disadvantaged
hr1751-114,Education programs funding
hr1751-114,Elementary and secondary education
hr1751-114,Higher education
hr1751-114,Minority education
hr1751-114,Performance measurement
hr1751-114,Preschool education
hr1751-114,School administration
hr1751-114,Special education
hr1751-114,"Teaching, teachers, curricula"
hr1752-114,Health care costs and insurance
hr1752-114,Income tax deductions
hr1752-114,Religion
hr1752-114,Taxation
hr1753-114,Computer security and identity theft
hr1753-114,Computers and information technology
hr1753-114,Executive Office of the President
hr1753-114,Executive agency funding and structure
hr1753-114,"Government employee pay, benefits, personnel management"
hr1753-114,Government operations and politics
hr1753-114,Right of privacy
hr1754-114,Aviation and airports
hr1754-114,Currency
hr1754-114,Military personnel and dependents
hr1754-114,"Social work, volunteer service, charitable organizations"
hr1754-114,Transportation and public works
hr1754-114,Transportation safety and security
hr1755-114,Armed forces and national security
hr1755-114,Disability and paralysis
hr1755-114,Federally chartered organizations
hr1755-114,Veterans' medical care
hr1755-114,Veterans' organizations and recognition
hr1756-114,Employment taxes
hr1756-114,Family relationships
hr1756-114,Higher education
hr1756-114,Social security and elderly assistance
hr1756-114,Social welfare
hr1756-114,Wages and earnings
hr1757-114,Income tax credits
hr1757-114,Poverty and welfare assistance
hr1757-114,Tax treatment of families
hr1757-114,Taxation
hr1757-114,Wages and earnings
hr1758-114,Income tax rates
hr1758-114,Inflation and prices
hr1758-114,Taxation
hr1759-114,Administrative law and regulatory procedures
hr1759-114,Congressional oversight
hr1759-114,Economic performance and conditions
hr1759-114,Government information and archives
hr1759-114,Government operations and politics
hr176-114,Outdoor recreation
hr176-114,Public-private cooperation
hr176-114,Sports and recreation facilities
hr176-114,User charges and fees
hr176-114,Water resources development
hr1760-114,Accounting and auditing
hr1760-114,Congressional oversight
hr1760-114,Department of Defense
hr1760-114,Department of Energy
hr1760-114,Department of Health and Human Services
hr1760-114,Department of Homeland Security
hr1760-114,Department of Veterans Affairs
hr1760-114,General Services Administration
hr1760-114,Government operations and politics
hr1760-114,Government studies and investigations
hr1760-114,Manufacturing
hr1760-114,"Military procurement, research, weapons development"
hr1760-114,National Aeronautics and Space Administration
hr1760-114,Performance measurement
hr1760-114,Public contracts and procurement
hr1760-114,Small Business Administration
hr1760-114,Small business
hr1761-114,Health
hr1761-114,Health care coverage and access
hr1761-114,Health personnel
hr1761-114,"Long-term, rehabilitative, and terminal care"
hr1761-114,Mental health
hr1761-114,Student aid and college costs
hr1762-114,Armed forces and national security
hr1762-114,Congressional tributes
hr1762-114,Department of Veterans Affairs
hr1762-114,"Government buildings, facilities, and property"
hr1762-114,Health facilities and institutions
hr1762-114,Home and outpatient care
hr1762-114,Oregon
hr1762-114,Veterans' medical care
hr1763-114,Railroads
hr1763-114,Transportation and public works
hr1763-114,Transportation employees
hr1763-114,Transportation safety and security
hr1764-114,Advanced technology and technological innovations
hr1764-114,Computer security and identity theft
hr1764-114,Computers and information technology
hr1764-114,Executive Office of the President
hr1764-114,Executive agency funding and structure
hr1764-114,Federal officials
hr1764-114,Government operations and politics
hr1764-114,Public contracts and procurement
hr1764-114,Right of privacy
hr1764-114,Scientific communication
hr1765-114,Congressional oversight
hr1765-114,Disaster relief and insurance
hr1765-114,Emergency management
hr1765-114,Government information and archives
hr1765-114,Technology assessment
hr1766-114,Banking and financial institutions regulation
hr1766-114,Business records
hr1766-114,Credit and credit markets
hr1766-114,Finance and financial sector
hr1766-114,Minority and disadvantaged businesses
hr1766-114,Small business
hr1766-114,Women in business
hr1767-114,Government information and archives
hr1767-114,Labor and employment
hr1767-114,Labor-management relations
hr1767-114,Personnel records
hr1768-114,Administrative law and regulatory procedures
hr1768-114,Administrative remedies
hr1768-114,Labor and employment
hr1768-114,Labor-management relations
hr1768-114,National Labor Relations Board (NLRB)
hr1769-114,Advisory bodies
hr1769-114,Armed forces and national security
hr1769-114,Congressional oversight
hr1769-114,Department of Veterans Affairs
hr1769-114,Executive agency funding and structure
hr1769-114,Government information and archives
hr1769-114,Government studies and investigations
hr1769-114,Hazardous wastes and toxic substances
hr1769-114,Health facilities and institutions
hr1769-114,Health information and medical records
hr1769-114,Health promotion and preventive care
hr1769-114,"Intelligence activities, surveillance, classified information"
hr1769-114,Medical research
hr1769-114,Military personnel and dependents
hr1769-114,Transportation costs
hr1769-114,Veterans' medical care
hr177-114,Air quality
hr177-114,Armed forces and national security
hr177-114,Fires
hr177-114,Intergovernmental relations
hr177-114,Military facilities and property
hr177-114,Motor vehicles
hr177-114,State and local government operations
hr1770-114,"Bank accounts, deposits, capital"
hr1770-114,Business education
hr1770-114,Civil actions and liability
hr1770-114,Commerce
hr1770-114,Computer security and identity theft
hr1770-114,Consumer credit
hr1770-114,"Criminal investigation, prosecution, interrogation"
hr1770-114,Federal preemption
hr1770-114,Fraud offenses and financial crimes
hr1770-114,Small business
hr1770-114,State and local government operations
hr1771-114,Health
hr1771-114,"Long-term, rehabilitative, and terminal care"
hr1771-114,Medicaid
hr1772-114,Aquatic ecology
hr1772-114,Delaware
hr1772-114,"Environmental assessment, monitoring, research"
hr1772-114,Floods and storm protection
hr1772-114,Intergovernmental relations
hr1772-114,Lakes and rivers
hr1772-114,Land use and conservation
hr1772-114,"Marine and coastal resources, fisheries"
hr1772-114,New Jersey
hr1772-114,New York State
hr1772-114,Pennsylvania
hr1772-114,Water quality
hr1772-114,Water resources development
hr1772-114,Water resources funding
hr1772-114,Water use and supply
hr1772-114,Watersheds
hr1772-114,Wildlife conservation and habitat protection
hr1773-114,Foreign trade and international finance
hr1773-114,Tariffs
hr1774-114,Administrative law and regulatory procedures
hr1774-114,Alternative treatments
hr1774-114,Department of Justice
hr1774-114,Drug Enforcement Administration (DEA)
hr1774-114,Drug trafficking and controlled substances
hr1774-114,"Drug, alcohol, tobacco use"
hr1774-114,Health
hr1774-114,Intergovernmental relations
hr1774-114,Medical research
hr1774-114,Prescription drugs
hr1774-114,Research administration and funding
hr1774-114,State and local government operations
hr1775-114,Advanced technology and technological innovations
hr1775-114,Education programs funding
hr1775-114,Elementary and secondary education
hr1775-114,Environmental Protection Agency (EPA)
hr1775-114,"Environmental assessment, monitoring, research"
hr1775-114,Environmental protection
hr1775-114,Environmental technology
hr1775-114,Executive agency funding and structure
hr1775-114,Government information and archives
hr1775-114,Higher education
hr1775-114,Hydrology and hydrography
hr1775-114,Infrastructure development
hr1775-114,Public-private cooperation
hr1775-114,Research administration and funding
hr1775-114,"Teaching, teachers, curricula"
hr1775-114,Water quality
hr1775-114,Water use and supply
hr1776-114,Appropriations
hr1776-114,Economics and public finance
hr1776-114,Executive agency funding and structure
hr1777-114,"Government employee pay, benefits, personnel management"
hr1777-114,Government operations and politics
hr1777-114,"Presidents and presidential powers, Vice Presidents"
hr1778-114,Administrative law and regulatory procedures
hr1778-114,Business ethics
hr1778-114,Consumer Financial Protection Bureau
hr1778-114,Consumer affairs
hr1778-114,Consumer credit
hr1778-114,Department of the Treasury
hr1778-114,Fraud offenses and financial crimes
hr1778-114,Licensing and registrations
hr1778-114,"Tax administration and collection, taxpayers"
hr1778-114,Taxation
hr1778-114,User charges and fees
hr1779-114,Child health
hr1779-114,Child safety and welfare
hr1779-114,Crime prevention
hr1779-114,Crime victims
hr1779-114,Crimes against children
hr1779-114,Emergency medical services and trauma care
hr1779-114,Family services
hr1779-114,Government information and archives
hr1779-114,Health programs administration and funding
hr1779-114,Health promotion and preventive care
hr1779-114,Homelessness and emergency shelter
hr1779-114,Human trafficking
hr1779-114,Mental health
hr1779-114,Sex offenses
hr1779-114,"Sex, gender, sexual orientation discrimination"
hr1779-114,Social welfare
hr1779-114,"Social work, volunteer service, charitable organizations"
hr178-114,Congressional oversight
hr178-114,Immigration status and procedures
hr178-114,International affairs
hr178-114,Terrorism
hr178-114,Visas and passports
hr1780-114,Child care and development
hr1780-114,Income tax credits
hr1780-114,Inflation and prices
hr1780-114,Taxation
hr1781-114,Employment and training programs
hr1781-114,Income tax credits
hr1781-114,Taxation
hr1781-114,Wages and earnings
hr1782-114,Caribbean area
hr1782-114,Congressional oversight
hr1782-114,Crime victims
hr1782-114,Cuba
hr1782-114,Human rights
hr1782-114,Human trafficking
hr1782-114,International affairs
hr1782-114,International exchange and broadcasting
hr1782-114,Latin America
hr1782-114,Religion
hr1782-114,"Sovereignty, recognition, national governance and status"
hr1783-114,Historic sites and heritage areas
hr1783-114,Public lands and natural resources
hr1783-114,Texas
hr1784-114,Administrative law and regulatory procedures
hr1784-114,Allied health services
hr1784-114,Department of Health and Human Services
hr1784-114,Health
hr1784-114,Medical education
hr1784-114,Medicare
hr1784-114,Nursing
hr1785-114,Administrative law and regulatory procedures
hr1785-114,Department of Energy
hr1785-114,Energy
hr1785-114,Energy efficiency and conservation
hr1785-114,Environmental Protection Agency (EPA)
hr1785-114,Environmental regulatory procedures
hr1785-114,Government information and archives
hr1785-114,Lighting and heating
hr1785-114,Manufacturing
hr1786-114,Administrative law and regulatory procedures
hr1786-114,Administrative remedies
hr1786-114,Cancer
hr1786-114,Cardiovascular and respiratory health
hr1786-114,Crime victims
hr1786-114,Digestive and metabolic diseases
hr1786-114,Disability assistance
hr1786-114,Emergency medical services and trauma care
hr1786-114,Employee benefits and pensions
hr1786-114,Fires
hr1786-114,First responders and emergency personnel
hr1786-114,Government trust funds
hr1786-114,Hazardous wastes and toxic substances
hr1786-114,Health
hr1786-114,Health care costs and insurance
hr1786-114,Health care coverage and access
hr1786-114,Health information and medical records
hr1786-114,Health personnel
hr1786-114,Health programs administration and funding
hr1786-114,Health promotion and preventive care
hr1786-114,Inflation and prices
hr1786-114,Law enforcement officers
hr1786-114,Medical research
hr1786-114,Medical tests and diagnostic methods
hr1786-114,Mental health
hr1786-114,Musculoskeletal and skin diseases
hr1786-114,New York City
hr1786-114,Terrorism
hr1786-114,Worker safety and health
hr1787-114,Civil actions and liability
hr1787-114,Employment discrimination and employee rights
hr1787-114,Government information and archives
hr1787-114,Government studies and investigations
hr1787-114,Labor and employment
hr1787-114,Legal fees and court costs
hr1787-114,Racial and ethnic relations
hr1787-114,"Sex, gender, sexual orientation discrimination"
hr1787-114,Wages and earnings
hr1788-114,Insurance industry and regulation
hr1788-114,"Life, casualty, property insurance"
hr1788-114,Small business
hr1788-114,"Tax administration and collection, taxpayers"
hr1788-114,Taxation
hr1789-114,Administrative law and regulatory procedures
hr1789-114,Department of Homeland Security
hr1789-114,Department of Transportation
hr1789-114,Hazardous wastes and toxic substances
hr1789-114,Oil and gas
hr1789-114,Railroads
hr1789-114,Transportation and public works
hr1789-114,Transportation safety and security
hr179-114,Congress
hr179-114,"Government employee pay, benefits, personnel management"
hr179-114,Inflation and prices
hr179-114,Members of Congress
hr1790-114,Corporate finance and management
hr1790-114,Foreign and international corporations
hr1790-114,Income tax credits
hr1790-114,Income tax deductions
hr1790-114,"Interest, dividends, interest rates"
hr1790-114,Oil and gas
hr1790-114,"Tax administration and collection, taxpayers"
hr1790-114,Taxation
hr1790-114,Taxation of foreign income
hr1791-114,Commerce
hr1791-114,Intellectual property
hr1792-114,"Environmental assessment, monitoring, research"
hr1792-114,"Forests, forestry, trees"
hr1792-114,Intergovernmental relations
hr1792-114,Land use and conservation
hr1792-114,Licensing and registrations
hr1792-114,Livestock
hr1792-114,Public lands and natural resources
hr1792-114,State and local government operations
hr1793-114,Birds
hr1793-114,"Environmental assessment, monitoring, research"
hr1793-114,Environmental protection
hr1793-114,"Forests, forestry, trees"
hr1793-114,Mammals
hr1793-114,Wildlife conservation and habitat protection
hr1794-114,Private Legislation
hr1795-114,Disability assistance
hr1795-114,Government information and archives
hr1795-114,Social security and elderly assistance
hr1795-114,Social welfare
hr1795-114,Wages and earnings
hr1796-114,"Environmental assessment, monitoring, research"
hr1796-114,Lakes and rivers
hr1796-114,Licensing and registrations
hr1796-114,Metals
hr1796-114,Mining
hr1796-114,Minnesota
hr1796-114,"Parks, recreation areas, trails"
hr1796-114,Public lands and natural resources
hr1796-114,Water quality
hr1796-114,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats"
hr1797-114,Advisory bodies
hr1797-114,Africa
hr1797-114,Argentina
hr1797-114,Asia
hr1797-114,Brazil
hr1797-114,Child health
hr1797-114,China
hr1797-114,Congressional oversight
hr1797-114,Department of Health and Human Services
hr1797-114,Drug therapy
hr1797-114,Foreign aid and international relief
hr1797-114,HIV/AIDS
hr1797-114,Health
hr1797-114,Health programs administration and funding
hr1797-114,Health promotion and preventive care
hr1797-114,India
hr1797-114,Indonesia
hr1797-114,Infectious and parasitic diseases
hr1797-114,International organizations and cooperation
hr1797-114,Latin America
hr1797-114,Medical research
hr1797-114,Mexico
hr1797-114,Middle East
hr1797-114,Multilateral development programs
hr1797-114,National Institutes of Health (NIH)
hr1797-114,Research administration and funding
hr1797-114,Research and development
hr1797-114,Saudi Arabia
hr1797-114,South Africa
hr1797-114,South Korea
hr1797-114,United Nations
hr1797-114,Women's health
hr1797-114,World health
hr1798-114,"Elections, voting, political campaign regulation"
hr1798-114,Political movements and philosophies
hr1798-114,Public participation and lobbying
hr1798-114,"Tax administration and collection, taxpayers"
hr1798-114,Tax-exempt organizations
hr1798-114,Taxation
hr1799-114,Civil actions and liability
hr1799-114,Finance and financial sector
hr1799-114,Real estate business
hr180-114,Congress
hr180-114,"Government employee pay, benefits, personnel management"
hr180-114,Members of Congress
hr1800-114,Administrative law and regulatory procedures
hr1800-114,Adult education and literacy
hr1800-114,Disability and paralysis
hr1800-114,Disability assistance
hr1800-114,Employment and training programs
hr1800-114,Social Security Administration
hr1800-114,Social security and elderly assistance
hr1800-114,Social welfare
hr1801-114,Elementary and secondary education
hr1801-114,Financial literacy
hr1801-114,Income tax credits
hr1801-114,Minority and disadvantaged businesses
hr1801-114,Rural conditions and development
hr1801-114,Small business
hr1801-114,Taxation
hr1801-114,Urban and suburban affairs and development
hr1801-114,"Veterans' education, employment, rehabilitation"
hr1801-114,Women in business
hr1802-114,Administrative law and regulatory procedures
hr1802-114,Alternative and renewable resources
hr1802-114,Building construction
hr1802-114,Congressional oversight
hr1802-114,Consumer affairs
hr1802-114,Electric power generation and transmission
hr1802-114,Energy
hr1802-114,Energy efficiency and conservation
hr1802-114,"Energy storage, supplies, demand"
hr1802-114,Environmental technology
hr1802-114,General Services Administration
hr1802-114,"Government buildings, facilities, and property"
hr1802-114,Government information and archives
hr1802-114,Government studies and investigations
hr1802-114,Industrial facilities
hr1802-114,Lighting and heating
hr1802-114,Materials
hr1802-114,Performance measurement
hr1802-114,Public contracts and procurement
hr1802-114,Public utilities and utility rates
hr1802-114,Real estate business
hr1802-114,Water use and supply
hr1803-114,Appropriations
hr1803-114,Disability and paralysis
hr1803-114,Employee hiring
hr1803-114,Employment taxes
hr1803-114,Government trust funds
hr1803-114,Income tax credits
hr1803-114,Taxation
hr1803-114,"Veterans' education, employment, rehabilitation"
hr1804-114,Accidents
hr1804-114,Administrative law and regulatory procedures
hr1804-114,Civil actions and liability
hr1804-114,Congressional oversight
hr1804-114,Department of Transportation
hr1804-114,Emergency communications systems
hr1804-114,Emergency planning and evacuation
hr1804-114,Fires
hr1804-114,Government information and archives
hr1804-114,Government studies and investigations
hr1804-114,Hazardous wastes and toxic substances
hr1804-114,"Life, casualty, property insurance"
hr1804-114,Marine and inland water transportation
hr1804-114,Oil and gas
hr1804-114,Pipelines
hr1804-114,Railroads
hr1804-114,Roads and highways
hr1804-114,Transportation and public works
hr1804-114,Transportation programs funding
hr1804-114,Transportation safety and security
hr1805-114,Administrative law and regulatory procedures
hr1805-114,Administrative remedies
hr1805-114,Border security and unlawful immigration
hr1805-114,Congressional oversight
hr1805-114,Department of Agriculture
hr1805-114,Department of Homeland Security
hr1805-114,Department of Labor
hr1805-114,Department of State
hr1805-114,Employee hiring
hr1805-114,Executive agency funding and structure
hr1805-114,Foreign labor
hr1805-114,Government information and archives
hr1805-114,Government studies and investigations
hr1805-114,Immigration
hr1805-114,Immigration status and procedures
hr1805-114,Internet and video services
hr1805-114,Livestock
hr1805-114,"Migrant, seasonal, agricultural labor"
hr1805-114,Temporary and part-time employment
hr1805-114,Visas and passports
hr1806-114,Administrative law and regulatory procedures
hr1806-114,Advanced technology and technological innovations
hr1806-114,Advisory bodies
hr1806-114,Building construction
hr1806-114,Cell biology and embryology
hr1806-114,"Competitiveness, trade promotion, trade deficits"
hr1806-114,Computer security and identity theft
hr1806-114,Computers and information technology
hr1806-114,Congressional oversight
hr1806-114,Department of Commerce
hr1806-114,Department of Energy
hr1806-114,Education programs funding
hr1806-114,Elementary and secondary education
hr1806-114,Energy efficiency and conservation
hr1806-114,Energy research
hr1806-114,Executive Office of the President
hr1806-114,Executive agency funding and structure
hr1806-114,Federal officials
hr1806-114,Freedom of information
hr1806-114,"Government buildings, facilities, and property"
hr1806-114,Government information and archives
hr1806-114,Government lending and loan guarantees
hr1806-114,Government studies and investigations
hr1806-114,Higher education
hr1806-114,Industrial facilities
hr1806-114,Industrial policy and productivity
hr1806-114,Intellectual property
hr1806-114,International organizations and cooperation
hr1806-114,International scientific cooperation
hr1806-114,Israel
hr1806-114,"Life, casualty, property insurance"
hr1806-114,Manufacturing
hr1806-114,Medical research
hr1806-114,Medical tests and diagnostic methods
hr1806-114,Middle East
hr1806-114,National Security Agency
hr1806-114,Nuclear power
hr1806-114,Office of Science and Technology Policy
hr1806-114,Performance measurement
hr1806-114,Protection of officials
hr1806-114,Public contracts and procurement
hr1806-114,Public-private cooperation
hr1806-114,Radiation
hr1806-114,Research administration and funding
hr1806-114,Research and development
hr1806-114,Right of privacy
hr1806-114,Science and engineering education
hr1806-114,"Science, technology, communications"
hr1806-114,Scientific communication
hr1806-114,Small business
hr1806-114,Student aid and college costs
hr1806-114,"Teaching, teachers, curricula"
hr1806-114,Technology transfer and commercialization
hr1806-114,Trade secrets and economic espionage
hr1806-114,Vocational and technical education
hr1807-114,Blood and blood diseases
hr1807-114,Health
hr1807-114,Health care coverage and access
hr1807-114,Health information and medical records
hr1807-114,Health programs administration and funding
hr1807-114,Health promotion and preventive care
hr1807-114,Medical research
hr1807-114,Medical tests and diagnostic methods
hr1807-114,Minority health
hr1807-114,Research administration and funding
hr1808-114,Economic development
hr1808-114,Elementary and secondary education
hr1808-114,Employee hiring
hr1808-114,Energy efficiency and conservation
hr1808-114,Income tax credits
hr1808-114,Income tax deductions
hr1808-114,Military personnel and dependents
hr1808-114,Research and development
hr1808-114,Residential rehabilitation and home repair
hr1808-114,Sales and excise taxes
hr1808-114,State and local taxation
hr1808-114,Taxation
hr1808-114,"Teaching, teachers, curricula"
hr1808-114,Wages and earnings
hr1809-114,Administrative law and regulatory procedures
hr1809-114,Corporate finance and management
hr1809-114,Department of the Treasury
hr1809-114,Foreign and international corporations
hr1809-114,Government operations and politics
hr1809-114,"Military procurement, research, weapons development"
hr1809-114,Public contracts and procurement
hr181-114,Accounting and auditing
hr181-114,Child health
hr181-114,Child safety and welfare
hr181-114,Crime and law enforcement
hr181-114,Crime victims
hr181-114,Crimes against children
hr181-114,"Criminal investigation, prosecution, interrogation"
hr181-114,Criminal justice information and records
hr181-114,Criminal procedure and sentencing
hr181-114,Elementary and secondary education
hr181-114,Employment and training programs
hr181-114,Evidence and witnesses
hr181-114,Family services
hr181-114,Home and outpatient care
hr181-114,Homelessness and emergency shelter
hr181-114,Human trafficking
hr181-114,Law enforcement administration and funding
hr181-114,Lawyers and legal services
hr181-114,Performance measurement
hr181-114,Pornography
hr181-114,Sex offenses
hr1810-114,Crime and law enforcement
hr1810-114,Crime victims
hr1810-114,"Criminal investigation, prosecution, interrogation"
hr1810-114,Criminal justice information and records
hr1810-114,Employee performance
hr1810-114,Law enforcement administration and funding
hr1810-114,Law enforcement officers
hr1810-114,Racial and ethnic relations
hr1810-114,Religion
hr1811-114,Census and government statistics
hr1811-114,Inflation and prices
hr1811-114,Self-employed
hr1811-114,Social security and elderly assistance
hr1811-114,Social welfare
hr1811-114,Wages and earnings
hr1812-114,Advisory bodies
hr1812-114,Caribbean area
hr1812-114,Congressional oversight
hr1812-114,Drug trafficking and controlled substances
hr1812-114,"Drug, alcohol, tobacco use"
hr1812-114,Foreign aid and international relief
hr1812-114,Foreign and international banking
hr1812-114,Fraud offenses and financial crimes
hr1812-114,Government studies and investigations
hr1812-114,International affairs
hr1812-114,International organizations and cooperation
hr1812-114,Judicial procedure and administration
hr1812-114,Latin America
hr1812-114,Law enforcement administration and funding
hr1812-114,Policy sciences
hr1812-114,Terrorism
hr1812-114,Violent crime
hr1812-114,Western Hemisphere
hr1813-114,District of Columbia
hr1813-114,Income tax exclusion
hr1813-114,Taxation
hr1814-114,Hunting and fishing
hr1814-114,Land transfers
hr1814-114,Land use and conservation
hr1814-114,Outdoor recreation
hr1814-114,Public lands and natural resources
hr1814-114,State and local finance
hr1814-114,Water use and supply
hr1814-114,Wildlife conservation and habitat protection
hr1815-114,Intergovernmental relations
hr1815-114,Land transfers
hr1815-114,Land use and conservation
hr1815-114,Law enforcement administration and funding
hr1815-114,Nevada
hr1815-114,Public lands and natural resources
hr1815-114,State and local government operations
hr1815-114,User charges and fees
hr1815-114,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats"
hr1815-114,Wildlife conservation and habitat protection
hr1816-114,Armed forces and national security
hr1816-114,Department of Veterans Affairs
hr1816-114,Disability assistance
hr1816-114,"Government employee pay, benefits, personnel management"
hr1816-114,Public housing
hr1816-114,"Veterans' loans, housing, homeless programs"
hr1816-114,Veterans' pensions and compensation
hr1817-114,Department of the Treasury
hr1817-114,Employee performance
hr1817-114,"Government employee pay, benefits, personnel management"
hr1817-114,"Government ethics and transparency, public corruption"
hr1817-114,Government operations and politics
hr1817-114,Internal Revenue Service (IRS)
hr1817-114,"Tax administration and collection, taxpayers"
hr1817-114,Wages and earnings
hr1818-114,Emergency medical services and trauma care
hr1818-114,Health
hr1818-114,Health care coverage and access
hr1818-114,Health personnel
hr1818-114,Health programs administration and funding
hr1818-114,Licensing and registrations
hr1818-114,Medical education
hr1818-114,"Veterans' education, employment, rehabilitation"
hr1819-114,Contracts and agency
hr1819-114,Income tax exclusion
hr1819-114,Public contracts and procurement
hr1819-114,Public-private cooperation
hr1819-114,Research and development
hr1819-114,Securities
hr1819-114,Tax-exempt organizations
hr1819-114,Taxation
hr182-114,Armed forces and national security
hr182-114,Business records
hr182-114,School administration
hr182-114,"Veterans' education, employment, rehabilitation"
hr1820-114,Coal
hr1820-114,Energy
hr1820-114,Energy revenues and royalties
hr1820-114,Intergovernmental relations
hr1820-114,Mining
hr1820-114,Public contracts and procurement
hr1820-114,State and local finance
hr1821-114,Civil actions and liability
hr1821-114,"Drug, alcohol, tobacco use"
hr1821-114,Emergency medical services and trauma care
hr1821-114,Federal preemption
hr1821-114,Health
hr1821-114,Health personnel
hr1821-114,State and local government operations
hr1822-114,Administrative remedies
hr1822-114,American Samoa
hr1822-114,Caribbean area
hr1822-114,Guam
hr1822-114,Poverty and welfare assistance
hr1822-114,Puerto Rico
hr1822-114,Social Security Administration
hr1822-114,Social welfare
hr1822-114,U.S. territories and protectorates
hr1822-114,Virgin Islands
hr1823-114,Housing finance and home ownership
hr1823-114,Income tax deductions
hr1823-114,Marine and inland water transportation
hr1823-114,Taxation
hr1824-114,Employee benefits and pensions
hr1824-114,Income tax credits
hr1824-114,Income tax deductions
hr1824-114,Income tax exclusion
hr1824-114,Income tax rates
hr1824-114,Legislative rules and procedure
hr1824-114,Tax reform and tax simplification
hr1824-114,Taxation
hr1824-114,Transfer and inheritance taxes
hr1825-114,Department of Homeland Security
hr1825-114,"Government employee pay, benefits, personnel management"
hr1825-114,Homeland security
hr1825-114,Law enforcement officers
hr1825-114,Transportation and public works
hr1825-114,Transportation safety and security
hr1826-114,Administrative law and regulatory procedures
hr1826-114,Aquaculture
hr1826-114,Atlantic Ocean
hr1826-114,California
hr1826-114,Community life and organization
hr1826-114,Congressional oversight
hr1826-114,Department of Commerce
hr1826-114,Disaster relief and insurance
hr1826-114,"Drug, alcohol, tobacco use"
hr1826-114,Employment and training programs
hr1826-114,Financial services and investments
hr1826-114,Fishes
hr1826-114,Government information and archives
hr1826-114,Gulf of Mexico
hr1826-114,Health personnel
hr1826-114,Health programs administration and funding
hr1826-114,Health promotion and preventive care
hr1826-114,Hunting and fishing
hr1826-114,Immunology and vaccination
hr1826-114,Licensing and registrations
hr1826-114,"Marine and coastal resources, fisheries"
hr1826-114,Mental health
hr1826-114,Pacific Ocean
hr1826-114,Public lands and natural resources
hr1826-114,U.S. territories and protectorates
hr1826-114,Water use and supply
hr1827-114,Child safety and welfare
hr1827-114,Crimes against children
hr1827-114,Domestic violence and child abuse
hr1827-114,Education
hr1827-114,Education programs funding
hr1827-114,Elementary and secondary education
hr1827-114,School administration
hr1827-114,Sex offenses
hr1827-114,"Teaching, teachers, curricula"
hr1828-114,Administrative remedies
hr1828-114,"Alternative dispute resolution, mediation, arbitration"
